pl_name,hostname,pl_letter,tic_id,pl_trandep,st_teff,st_logg,ra,dec,sy_dist,sy_tmag,Ratio,AB_Mag,Data_Size,Weight
Kepler-1644 b,Kepler-1644,b,279917005,0.04458,5499,4.53,285.4750512,48.0348356,629.27,13.7047,0.014266481,20.06836241,1.006289383,1
Kepler-1645 b,Kepler-1645,b,28229515,0.02985,5812,4.43,297.4795142,48.418582,1202.47,13.9481,0.024815205,19.71075988,1.000923378,1
Kepler-1646 b,Kepler-1646,b,158552258,0.2265,3299,5.01,287.5264859,42.9129356,127.591,14.4239,3.88E-05,27.2001633,1.00572263,1
Kepler-1647 b,Kepler-1647,b,170344769,,6210,4.02,298.150057,40.6561751,1212.45,13.1115,0.04291004,18.27955724,1.019796647,1
Kepler-1649 b,Kepler-1649,b,137558813,0.1783,3240,5,292.5029676,41.8299933,92.1913,14.9673,2.58E-05,28.18689374,1.004400968,1
Kepler-165 b,Kepler-165,b,123129877,0.07235,5211,4.54,280.69092,47.8096702,560.885,14.2294,0.007369336,21.3102837,1.001000149,1
Kepler-1650 b,Kepler-1650,b,273502299,0.0841,3410,4.86,297.7292296,42.8666919,134.397,14.5237,5.44E-05,26.93396295,1.002185836,1
Kepler-1651 b,Kepler-1651,b,48353358,0.14727,3713,4.84,283.6282602,48.3908081,66.4074,12.1042,0.000116934,23.68380423,1.011283777,1
Kepler-1652 b,Kepler-1652,b,27187450,0.0977,3638,4.88,294.3660313,49.9150219,252,15.0031,9.37E-05,26.82332478,1.0000789,1
Kepler-1653 b,Kepler-1653,b,184561612,0.0665,4807,4.62,296.457702,41.266021,755,14.672,0.002163516,23.08355435,1.000018036,1
Kepler-1654 b,Kepler-1654,b,123417316,0.5096,5597,4.3,282.1856949,44.4344617,568.117,12.9495,0.017380802,19.09878,1.005220471,1
Kepler-1655 b,Kepler-1655,b,120973167,0.03432,6148,4.42,286.6895986,39.2120802,213.26,10.6341,0.039384015,15.89525457,1.004381651,1
Kepler-1656 b,Kepler-1656,b,120255950,0.21254,5569,4.4,284.4722473,39.911889,185.875,10.6114,0.017380802,16.76068,1.006826536,1
Kepler-1658 b,Kepler-1658,b,377873569,0.13173,6216,3.67,294.3565559,38.9473424,788.238,11.0418,0.038834494,16.31821042,1.012676087,1
Kepler-166 b,Kepler-166,b,26814955,0.09814,5413,4.62,293.1600977,48.8812074,603.53,14.143,0.011614402,20.72996244,1.000977295,1
Kepler-1661 b,Kepler-1661,b,164886585,,5100,4.66,285.1670927,41.9669383,410.607,13.5804,0.00565356,20.94904957,1.013095506,1
Kepler-1663 b,Kepler-1663,b,407001589,0.23744,3844,4.63,290.4015156,48.8227234,337.926,14.6401,0.000109049,26.29550127,1.000114013,1
Kepler-1664 b,Kepler-1664,b,399860388,0.05696,5735.81,4.35,286.8527157,49.2616668,626.691,13.0693,0.021058311,19.0101957,1.00099416,1
Kepler-1665 b,Kepler-1665,b,122442334,0.09037,5049.84,4.58,290.39624,41.0399229,335.515,13.011,0.004275546,20.6829755,1.001469425,1
Kepler-1666 b,Kepler-1666,b,273685548,0.05374,6293,4.41,297.9516071,46.2647024,1379.37,14.5845,0.051569566,19.55297085,1.000052566,1
Kepler-1667 b,Kepler-1667,b,48353636,0.06308,5941.54,4.4,283.5329505,48.0943604,626.819,13.0366,0.028341784,18.65498658,1.001036868,1
Kepler-1668 b,Kepler-1668,b,273132513,0.17859,5542,4.41,297.3523076,46.0959309,1335.64,15.1575,0.014266481,21.52116241,1.000052566,1
Kepler-1669 b,Kepler-1669,b,169457234,0.11694,4303,4.56,297.4303826,39.8478795,543.444,15.1228,0.000273532,25.7797357,1.000043008,1
Kepler-167 b,Kepler-167,b,137686948,0.04407,4884,4.58,292.6585253,38.3455558,341.908,13.3685,0.003133417,21.37790914,1.005292269,1
Kepler-1670 b,Kepler-1670,b,159375845,0.04378,5838,4.1,290.3264599,43.121755,2065.98,14.9688,0.024020857,20.7667833,1.0000789,1
Kepler-1671 b,Kepler-1671,b,137337090,0.01709,5135.55,4.44,291.7484295,39.4467817,357.059,12.7336,0.00565356,20.10224957,1.000101048,1
Kepler-1672 b,Kepler-1672,b,170236331,0.06509,6131.95,4.43,297.9400971,40.2785566,391.181,11.9857,0.039384015,17.24685457,1.003069301,1
Kepler-1673 b,Kepler-1673,b,377782148,0.0613,6014.95,4.38,285.6671724,48.7195865,727.187,13.183,0.034038056,18.60254266,1.011643433,1
Kepler-1674 b,Kepler-1674,b,271256817,0.13726,5473.91,4.53,294.8160447,45.3060844,1012.48,14.9523,0.014266481,21.31596241,1.000072927,1
Kepler-1675 b,Kepler-1675,b,350987771,0.06587,5853.19,4.36,283.8095478,41.0412517,651.117,13.1083,0.028341784,18.72668658,1.00521816,1
Kepler-1676 b,Kepler-1676,b,158422963,0.03453,5878.3,4.47,287.2368778,43.5671665,,12.991,0.028341784,18.60938658,1.000907316,1
Kepler-1677 b,Kepler-1677,b,274198958,0.03887,6013.72,4.29,298.493273,47.0130566,735.369,13.2143,0.034038056,18.63384266,1.000997654,1
Kepler-1678 b,Kepler-1678,b,137687119,0.12671,5754,4.61,292.5916297,38.3995629,847.339,14.4292,0.024815205,20.19185988,1.000968049,1
Kepler-1679 b,Kepler-1679,b,27006340,0.04308,5501,4.54,293.9005786,50.4270507,909.28,14.6118,0.014266481,20.97546241,1.000071577,1
Kepler-168 b,Kepler-168,b,378087276,0.0179,6282,4.42,294.7101832,39.8250437,1343.6,14.1655,0.051569566,19.13397085,1.000083004,1
Kepler-1680 b,Kepler-1680,b,169079027,0.02619,5021,4.64,297.0746571,39.9338893,310.315,13.0949,0.004275546,20.7668755,1.000084931,1
Kepler-1681 b,Kepler-1681,b,272602477,0.05484,5756.4,4.54,296.6972773,46.3716969,758.3,14.0285,0.024815205,19.79115988,1.000968153,1
Kepler-1682 b,Kepler-1682,b,138477499,0.09647,5619.12,4.58,293.9835827,39.5728474,1159.85,15.1501,0.017380802,21.29938,1.0000789,1
Kepler-1683 b,Kepler-1683,b,274126997,0.03749,5429,4.51,298.4501035,44.2840193,733.143,14.2801,0.011614402,20.86706244,1.000071577,1
Kepler-1684 b,Kepler-1684,b,270789362,0.11615,4706.54,4.67,294.0054181,46.3106625,621.996,15.07,0.001455741,23.91174461,1.000072927,1
Kepler-1685 b,Kepler-1685,b,272270869,0.06618,5484,4.58,296.1882618,43.9368118,1141.89,15.3554,0.014266481,21.71906241,1.000071577,1
Kepler-1686 b,Kepler-1686,b,63005636,0.01145,5714.96,4.29,291.6067189,42.0359783,729.823,13.3116,0.021058311,19.2524957,1.001510603,1
Kepler-1687 b,Kepler-1687,b,416281238,0.03966,4132,4.53,289.7428363,50.7870626,417.014,14.6674,0.000174727,25.81095572,1.000089185,1
Kepler-1688 b,Kepler-1688,b,122068161,0.02037,4632.11,4.6,289.5530051,41.2978532,567.4468709,13.335,0.000947466,22.64304546,1.000988609,1
Kepler-1689 b,Kepler-1689,b,137218786,0.00691,5731.43,4.45,291.5741663,38.6559433,294.122,11.678,0.021058311,17.6188957,1.005292269,1
Kepler-169 b,Kepler-169,b,120689253,0.02184,4997,4.58,285.9999204,40.9193822,406.529,13.5624,0.004275546,21.2343755,1.005188258,1
Kepler-1690 b,Kepler-1690,b,121462999,0.09263,5404,4.54,288.1566649,41.8779417,703.789,14.1301,0.011614402,20.71706244,1.000982229,1
Kepler-1691 b,Kepler-1691,b,120819731,0.02039,6000,4.38,286.2543962,41.0218373,1267.67,14.4523,0.034038056,19.87184266,1.00007729,1
Kepler-1692 b,Kepler-1692,b,158324044,0.01288,5146,4.5,286.9241804,47.0537092,591.019,13.9464,0.00565356,21.31504957,1.000033555,1
Kepler-1693 b,Kepler-1693,b,406948151,0.01655,5432.34,4.53,290.2015581,48.1857799,760.065,14.2398,0.011614402,20.82676244,1.000103781,1
Kepler-1694 b,Kepler-1694,b,138425797,0.0189,4954,4.59,293.7936339,40.241023,513.329,14.1431,0.004275546,21.8150755,1.005270119,1
Kepler-1695 b,Kepler-1695,b,270618467,0.01516,5473.19,4.43,293.6193001,46.4134015,791.175,14.1342,0.014266481,20.49786241,1.000019894,1
Kepler-1696 b,Kepler-1696,b,271755153,0.05804,5712,4.29,295.5761011,42.0233639,1506.36,14.9839,0.021058311,20.9247957,1.000077238,1
Kepler-1697 b,Kepler-1697,b,158551360,0.01686,4681.53,4.54,287.663331,43.4713782,247.771,12.7184,0.001455741,21.56014461,1.006311391,1
Kepler-1698 b,Kepler-1698,b,138105005,0.01591,4975.03,4.61,293.3450181,39.2577469,222.345,12.2813,0.004275546,19.9532755,1.004413097,1
Kepler-1699 b,Kepler-1699,b,26584080,0.03368,5575.53,4.62,292.1373281,48.9171579,818.759,14.1552,0.017380802,20.30448,1.000963842,1
Kepler-17 b,Kepler-17,b,273874849,2.18019,5781,4.45,298.3952437,47.8149865,720.753,13.6414,0.024815205,19.40405988,1.01255945,1
Kepler-170 b,Kepler-170,b,120253745,0.08261,5679,4.45,284.5211975,41.6296562,738.657,13.8294,0.021058311,19.7702957,1.005199893,1
Kepler-1700 b,Kepler-1700,b,158325998,0.04665,6031,4.41,286.9497376,45.3537626,717.597,13.221,0.034038056,18.64054266,1.001010817,1
Kepler-1701 b,Kepler-1701,b,120899838,0.06716,5146,4.53,286.6088625,41.8892986,584.142,14.0039,0.00565356,21.37254957,1.000943324,1
Kepler-1702 b,Kepler-1702,b,164830907,0.04211,5093,4.65,284.9724842,44.5674794,857.14,15.2004,0.00565356,22.56904957,1.000103521,1
Kepler-1704 b,Kepler-1704,b,350738167,0.506,5746,4.03,291.2012559,51.1442437,835.455,12.7934,0.02033222,18.77239255,1.003527615,1
Kepler-1705 b,Kepler-1705,b,185335907,0.01916,6312,4.3,301.5785316,44.3121639,1633.49,14.974,0.051569566,19.94247085,1.000018036,1
Kepler-1708 b,Kepler-1708,b,272716898,,6157,4.37,296.8241065,43.6248197,1666.69,15.1747,0.045713657,20.27403964,1.000018036,1
Kepler-1709 b,Kepler-1709,b,164464070,0.06567,5918,4.4,283.3748873,43.7883708,273.946,11.2064,0.028341784,16.82478658,1.004205382,1
Kepler-171 b,Kepler-171,b,239229224,0.08799,5642,4.57,296.7719082,41.7555958,863.855,14.3784,0.017380802,20.52768,1.00094883,1
Kepler-1710 b,Kepler-1710,b,137316027,0.08959,5650,4.5,291.6832878,37.7514726,305.193,12.0892,0.017380802,18.23848,1.003089764,1
Kepler-1711 b,Kepler-1711,b,273778951,0.03012,5706,4.38,298.1772916,42.2370289,590.268,12.7113,0.021058311,18.6521957,1.000913142,1
Kepler-1712 b,Kepler-1712,b,48503881,0.10751,3732,4.74,284.998698,50.1466922,156.264,13.219,9.34E-05,25.04308301,1.006210307,1
Kepler-1713 b,Kepler-1713,b,158432813,0.01029,6477,4.22,287.3456737,43.3783894,295.293,10.5143,0.062624242,15.27189833,1.00540533,1
Kepler-1714 b,Kepler-1714,b,270698316,0.02102,6150,3.96,293.7164655,46.2266878,409.46,10.5743,0.036980143,15.90383307,1.003393822,1
Kepler-1715 b,Kepler-1715,b,138431008,0.0652,6212,4.31,293.9297337,41.6029048,522.605,11.9182,0.045713657,17.01753964,1.002652189,1
Kepler-1716 b,Kepler-1716,b,273035189,0.09881,4894,4.64,297.2717207,43.3330644,195.439,12.3151,0.003133417,20.32450914,1.003908203,1
Kepler-1717 b,Kepler-1717,b,27396246,0.02918,6200,4.07,295.2126472,49.56216,1008.79,12.975,0.04291004,18.14305724,1.005224876,1
Kepler-1718 b,Kepler-1718,b,63212231,0.06634,5731,4.45,292.2349191,42.9094618,375.522,12.3023,0.021058311,18.2431957,1.003083904,1
Kepler-1719 b,Kepler-1719,b,120314731,0.03337,5687,3.97,284.7068546,38.9367566,905.406,12.836,0.02033222,18.81499255,1.00091728,1
Kepler-172 b,Kepler-172,b,237157751,0.04724,5526,4.38,283.3684093,41.821839,828.592,14.0124,0.014266481,20.37606241,1.005188258,1
Kepler-1720 b,Kepler-1720,b,272839596,0.08717,5573,4.56,296.8086813,47.1718557,629.445,14.1352,0.017380802,20.28448,1.000885045,1
Kepler-1721 b,Kepler-1721,b,164527535,0.10277,5351,4.58,283.5441984,45.2256548,641.374,14.324,0.011614402,20.91096244,1.000018036,1
Kepler-1722 b,Kepler-1722,b,360023124,0.07965,5506,4.58,296.6627402,41.2611985,772.283,14.2986,0.014266481,20.66226241,1.000018036,1
Kepler-1723 b,Kepler-1723,b,271040560,0.05493,6072,4.41,294.4627362,46.8214022,811.278,13.8407,0.039384015,19.10185457,1.000896576,1
Kepler-1724 b,Kepler-1724,b,27771842,0.05861,6092,4.5,296.1207272,47.9214736,1060.77,14.3436,0.039384015,19.60475457,1.000018036,1
Kepler-1725 b,Kepler-1725,b,377908774,0.05306,6020,4.39,294.3735518,40.1946345,558.652,12.6252,0.034038056,18.04474266,1.00090309,1
Kepler-1726 b,Kepler-1726,b,164721250,0.0713,5316,4.57,284.3861498,45.7197342,390.552,13.1563,0.009409682,19.97181714,1.006219763,1
Kepler-1727 b,Kepler-1727,b,122376998,0.10198,5349,4.53,290.3336142,38.7282722,894.187,14.7826,0.009409682,21.59811714,1.000885045,1
Kepler-1728 b,Kepler-1728,b,121085785,0.10087,5170,4.57,287.0940046,39.0607801,651.783,14.4742,0.007369336,21.5550837,1.000006077,1
Kepler-1729 b,Kepler-1729,b,272708868,0.226,3837,4.75,296.6939428,42.6261145,576.181,14.8878,0.000109049,26.54320127,1.000005662,1
Kepler-173 b,Kepler-173,b,378160351,0.01831,6031,4.4,294.6466171,41.8840952,833.165,13.8071,0.034038056,19.22664266,1.000977295,1
Kepler-1730 b,Kepler-1730,b,351803524,0.13097,5942,4.33,281.9605834,43.7030386,1427.08,14.8937,0.028341784,20.51208658,1.000885045,1
Kepler-1731 b,Kepler-1731,b,137099260,0.12358,4859,4.61,291.2544229,36.7434302,169.948,11.8806,0.003133417,19.89000914,1.004034169,1
Kepler-1732 b,Kepler-1732,b,137547023,0.06778,5821,4.11,292.2910129,37.5807686,1289.41,14.2341,0.024020857,20.0320833,1.000885045,1
Kepler-1733 b,Kepler-1733,b,122781795,0.04921,6320,4.35,291.1384628,37.8592447,2080.51,14.9313,0.051569566,19.89977085,1.006198172,1
Kepler-1734 b,Kepler-1734,b,138636741,0.03931,6061,4.49,294.163167,41.4517316,1482.83,14.8663,0.039384015,20.12745457,1.000018036,1
Kepler-1735 b,Kepler-1735,b,123206821,0.03189,3975,4.75,281.0503476,47.1882005,245.303,14.2628,0.000148844,25.58042611,1.003041638,1
Kepler-1736 b,Kepler-1736,b,394179552,0.05703,6085,4.45,289.7766991,38.2622374,1430,14.1472,0.039384015,19.40835457,1.000005869,1
Kepler-1737 b,Kepler-1737,b,272842268,0.24866,5043,4.47,297.0148111,47.486417,,14.7348,0.004275546,22.4067755,1.000018036,1
Kepler-1738 b,Kepler-1738,b,272080244,0.0503,6063,4.47,296.1313474,47.4388098,1302.87,14.9408,0.039384015,20.20195457,1.000005662,1
Kepler-1739 b,Kepler-1739,b,272279981,0.05744,5757,4.6,296.2320536,47.6788626,783.666,14.1672,0.024815205,19.92985988,1.003183752,1
Kepler-174 b,Kepler-174,b,158434144,0.10184,4880,4.68,287.4389454,43.8320052,384.757,13.6906,0.003133417,21.70000914,1.000988306,1
Kepler-1740 b,Kepler-1740,b,138479461,0.08643,5705,4.5,293.873663,38.9224548,1061.77,14.7909,0.021058311,20.7317957,1.000885045,1
Kepler-1741 b,Kepler-1741,b,137689252,0.05631,3683,4.84,292.577073,39.120939,270.739,14.7582,0.000116934,26.33780423,1.004322068,1
Kepler-1742 b,Kepler-1742,b,158326424,0.052,5776,4.55,286.9668086,44.9924315,669.573,13.89,0.024815205,19.65265988,1.000885045,1
Kepler-1743 b,Kepler-1743,b,290035649,0.00554,5855,4.12,290.5523552,48.1262575,538.807,11.4927,0.028113151,17.11988072,1.001757272,1
Kepler-1744 b,Kepler-1744,b,159575346,0.13575,5986,4.53,291.0206823,42.4624633,1091.63,14.7612,0.034038056,20.18074266,1.000018036,1
Kepler-1745 b,Kepler-1745,b,270525576,0.02225,5611,4.14,293.4689924,42.8223582,996.105,14.3864,0.017195232,20.54733447,1.000018036,1
Kepler-1746 b,Kepler-1746,b,158722379,0.24072,6018,4.26,288.3203979,42.2613874,979.541,13.1139,0.034038056,18.53344266,1.000909395,1
Kepler-1747 b,Kepler-1747,b,164670571,0.14492,5477,4.56,284.2096557,45.258082,1321.38,15.4109,0.014266481,21.77456241,1.000018036,1
Kepler-1748 b,Kepler-1748,b,158112888,0.08887,5774,4.53,285.967897,45.7390789,1083.28,15.3353,0.024815205,21.09795988,1.000018036,1
Kepler-1749 b,Kepler-1749,b,159389232,0.05106,3957,4.69,290.2945805,45.5645196,268.2,13.8749,0.000148844,25.19252611,1.000961296,1
Kepler-175 b,Kepler-175,b,159099116,0.0633,6064,4.47,289.553232,43.876116,1312.34,14.4428,0.039384015,19.70395457,1.0000789,1
Kepler-1750 b,Kepler-1750,b,424864368,0.23788,5644,4.46,292.3514917,48.5110714,1497.33,15.0292,0.017380802,21.17848,1.000018036,1
Kepler-1751 b,Kepler-1751,b,48451491,0.02555,6052,4.46,284.8465476,49.6923412,1291.47,14.7743,0.039384015,20.03545457,1.000017297,1
Kepler-1752 b,Kepler-1752,b,417655835,0.25596,5446,4.53,290.8541401,51.2227435,962.888,15.2363,0.011614402,21.82326244,1.000018036,1
Kepler-1753 b,Kepler-1753,b,158664331,0.08319,5180,4.6,288.236664,46.6058744,707.688,14.9283,0.007369336,22.0091837,1.000018036,1
Kepler-1754 b,Kepler-1754,b,27532561,0.07928,4723,4.56,295.4570818,50.0771838,718.945,15.16,0.001455741,24.00174461,1.000018036,1
Kepler-1755 b,Kepler-1755,b,239225129,0.20908,6086,4.51,296.846092,40.1385777,982.383,13.9165,0.039384015,19.17765457,1.000885045,1
Kepler-1756 b,Kepler-1756,b,377910183,0.02669,4915,4.51,294.364904,40.7208898,,15.0357,0.003133417,23.04510914,1.000018036,1
Kepler-1757 b,Kepler-1757,b,273378480,0.08432,5288,4.61,297.7397823,46.9418957,807.308,14.7917,0.009409682,21.60721714,1.000018036,1
Kepler-1758 b,Kepler-1758,b,169932440,0.02529,5557,4.04,297.7968197,39.9213378,1588.41,14.4303,0.017195232,20.59123447,1.000018036,1
Kepler-1759 b,Kepler-1759,b,267989857,0.01569,5017,4.52,298.4656275,48.5593334,385.348,13.642,0.004275546,21.3139755,1.000885045,1
Kepler-176 b,Kepler-176,b,271159950,0.03282,5232,4.47,294.6679021,43.8532104,527.321,13.9508,0.007369336,21.0316837,1.000977295,1
Kepler-1760 b,Kepler-1760,b,48421060,0.03921,5229,4.44,284.1326058,48.8251452,,13.7619,0.007369336,20.8427837,1.005153456,1
Kepler-1761 b,Kepler-1761,b,48421337,0.04162,3871,4.74,284.1329728,49.1426325,221.186,13.9051,0.000129376,25.37492086,1.00417076,1
Kepler-1762 b,Kepler-1762,b,122447896,0.04033,6572,4.37,290.4931471,39.7855117,1663.74,14.6824,0.074677995,19.24887291,1.000018036,1
Kepler-1763 b,Kepler-1763,b,138575125,0.00605,5897,4.25,294.1130368,40.3628861,756.486,13.0851,0.028113151,18.71228072,1.00090309,1
Kepler-1764 b,Kepler-1764,b,138431522,0.09224,6461,4.4,293.8799047,41.3938374,1542.48,14.3207,0.066263641,19.0169663,1.000018036,1
Kepler-1765 b,Kepler-1765,b,273773509,0.07146,5692,4.36,298.0144601,42.9574314,764.456,14.282,0.021058311,20.2228957,1.000018036,1
Kepler-1766 b,Kepler-1766,b,270958237,0.0296,5868,4.36,294.2772343,46.6752351,501.229,12.4463,0.028341784,18.06468658,1.004161206,1
Kepler-1767 b,Kepler-1767,b,270619473,0.10438,5243,4.55,293.6441248,46.9896696,820.506,15.1591,0.007369336,22.2399837,1.000018036,1
Kepler-1768 b,Kepler-1768,b,239236731,0.02655,6050,4.14,299.9572335,44.7718851,632.766,12.9639,0.032622503,18.42956134,1.000913143,1
Kepler-1769 b,Kepler-1769,b,271261159,0.08663,6071,4.24,294.7433755,43.4611633,438.412,12.0487,0.036980143,17.37823307,1.001273175,1
Kepler-177 b,Kepler-177,b,158172348,0.07141,5732,4.1,286.0471442,45.0532038,1435.44,14.4957,0.02033222,20.47469255,1.000969555,1
Kepler-1770 b,Kepler-1770,b,268603980,0.08785,5602,4.4,299.2502851,43.4103663,582.942,13.766,0.017380802,19.91528,1.000885045,1
Kepler-1771 b,Kepler-1771,b,26583944,0.06255,5661,4.47,292.0134714,49.0191267,565.752,13.2433,0.021058311,19.1841957,1.000913343,1
Kepler-1772 b,Kepler-1772,b,122062591,0.0158,5541,4.47,289.4381201,39.2703594,871.564,12.89,0.014266481,19.25366241,1.000018043,1
Kepler-1773 b,Kepler-1773,b,120763491,0.04361,6183,4.3,286.2232284,38.2581676,681.255,12.5396,0.045713657,17.63893964,1.000023607,1
Kepler-1774 b,Kepler-1774,b,121660779,0.0566,6214,4.38,288.5743991,40.9886069,816.592,13.4637,0.045713657,18.56303964,1.000903615,1
Kepler-1775 b,Kepler-1775,b,120892579,0.04887,5818,4.07,286.4023452,38.7385674,657.023,12.8556,0.024020857,18.6535833,1.000024353,1
Kepler-1776 b,Kepler-1776,b,159728250,0.04367,5872,4.33,291.5344017,47.0424958,690.336,13.1518,0.028341784,18.77018658,1.000917302,1
Kepler-1777 b,Kepler-1777,b,122374509,0.0515,5771,4.37,290.3286455,37.7231188,619.146,13.4934,0.024815205,19.25605988,1.003083893,1
Kepler-1778 b,Kepler-1778,b,158433884,0.05681,6310,4.42,287.3612976,43.7388,1276.29,14.607,0.051569566,19.57547085,1.000018036,1
Kepler-1779 b,Kepler-1779,b,239309962,0.08926,5730,4.39,300.4174607,45.6054854,908.501,14.4573,0.021058311,20.3981957,1.000018036,1
Kepler-178 b,Kepler-178,b,158394235,0.07468,5676,4.33,287.1010275,46.8964033,716.025,14.072,0.021058311,20.0128957,1.001012408,1
Kepler-1780 b,Kepler-1780,b,270862497,0.12696,5403,4.5,294.0839282,42.8095104,790.516,14.3986,0.011614402,20.98556244,1.000011531,1
Kepler-1781 b,Kepler-1781,b,63005080,0.0729,5568,4.5,291.7114906,42.3415097,962.63,15.1636,0.017380802,21.31288,1.000018036,1
Kepler-1782 b,Kepler-1782,b,123202646,0.06307,4931,4.61,280.926162,44.0878036,305.792,13.0931,0.003133417,21.10250914,1.000903312,1
Kepler-1783 b,Kepler-1783,b,168811794,0.01859,5129,3.88,297.0210984,41.3771655,264.078,12.5126,0.005513103,19.90856423,1.000908743,1
Kepler-1784 b,Kepler-1784,b,273690421,0.06963,5442,4.41,297.9541684,44.6674491,883.045,14.5756,0.011614402,21.16256244,1.000018036,1
Kepler-1785 b,Kepler-1785,b,271877992,0.05329,5618,4.4,295.7921797,47.6000699,745.74,13.6957,0.017380802,19.84498,1.000018036,1
Kepler-1786 b,Kepler-1786,b,137687477,0.06587,5808,4.17,292.5877743,38.5219827,863.909,13.6164,0.024020857,19.4143833,1.001589144,1
Kepler-1787 b,Kepler-1787,b,158983401,0.05001,6060,4.51,289.0643042,47.1174041,778.602,14.0155,0.039384015,19.27665457,1.000917873,1
Kepler-1788 b,Kepler-1788,b,159646433,0.07067,4786,4.58,291.2243829,45.7780993,560.445,14.5899,0.002163516,23.00145435,1.004306173,1
Kepler-1789 b,Kepler-1789,b,377730967,0.08887,5436,4.5,282.8631419,41.7966332,611.461,13.8148,0.011614402,20.40176244,1.000890603,1
Kepler-179 b,Kepler-179,b,268057162,0.04289,5302,4.61,298.6636163,47.7619329,605.68,14.0436,0.009409682,20.85911714,1.000948259,1
Kepler-1790 b,Kepler-1790,b,271164778,0.03606,5866,4.17,294.5668577,46.0757312,1070.17,13.6564,0.028113151,19.28358072,1.000885045,1
Kepler-1791 b,Kepler-1791,b,164728985,0.0265,5887,4.29,284.4903166,42.6482636,602.218,12.9973,0.028341784,18.61568658,1.000032227,1
Kepler-1792 b,Kepler-1792,b,138805992,0.09487,5229,4.38,294.8400788,39.0859757,601.029,14.5495,0.007369336,21.6303837,1.000890915,1
Kepler-1793 b,Kepler-1793,b,351070059,0.07557,5191,4.6,291.9129477,40.9539265,1189.88,15.3151,0.007369336,22.3959837,1.000018036,1
Kepler-1794 b,Kepler-1794,b,240219049,0.05532,5052,4.5,300.6196594,45.7888068,561.229,14.6537,0.00565356,22.02234957,1.000011531,1
Kepler-1795 b,Kepler-1795,b,120893436,0.06999,4500,4.64,286.4792568,39.2698793,,15.0222,0.0005966,24.8324463,1.000018036,1
Kepler-1796 b,Kepler-1796,b,185336831,0.05338,6036,4.49,301.5430397,44.6056251,825.883,13.8768,0.034038056,19.29634266,1.000018036,1
Kepler-1797 b,Kepler-1797,b,63288848,0.05701,6244,4.46,292.4642406,45.9682799,1338.49,14.8525,0.045713657,19.95183964,1.000018036,1
Kepler-1798 b,Kepler-1798,b,137315414,0.08715,3967,4.67,291.7262251,37.528968,395.196,14.8343,0.000148844,26.15192611,1.000890915,1
Kepler-1799 b,Kepler-1799,b,298961646,0.07093,5831,4.52,288.3086994,51.4783348,2254.69,15.322,0.024815205,21.08465988,1.001774921,1
Kepler-18 b,Kepler-18,b,273690178,0.0254,5345,4.31,298.0794448,44.746248,433.047,12.9879,0.009409682,19.80341714,1.009838959,1
Kepler-180 b,Kepler-180,b,27532033,0.02187,5731,4.34,295.5712566,49.774514,695.65,13.8216,0.021058311,19.7624957,1.000977295,1
Kepler-1800 b,Kepler-1800,b,169814632,0.00816,5343,3.76,297.6513317,40.3524154,350.455,12.5401,0.009125455,19.38891824,1.000908748,1
Kepler-1801 b,Kepler-1801,b,139034625,0.08377,5738,4.43,295.1640095,39.2014024,839.332,14.5435,0.021058311,20.4843957,1.000885045,1
Kepler-1802 b,Kepler-1802,b,239291510,0.03822,4245,4.64,300.2420869,44.1412854,636.694,16.0752,0.00021274,27.00503203,1.000018036,1
Kepler-1804 b,Kepler-1804,b,185185751,0.03669,5109,3.96,301.3428675,44.672175,434.456,13.7989,0.005513103,21.19486423,1.000018036,1
Kepler-1805 b,Kepler-1805,b,120422519,0.0519,3867,4.72,285.0865387,40.8990506,221.639,13.8953,0.000129376,25.36512086,1.002060448,1
Kepler-1806 b,Kepler-1806,b,399954605,0.06107,5311,4.59,287.5349528,49.8016283,978.066,15.3315,0.009409682,22.14701714,1.000018036,1
Kepler-1807 b,Kepler-1807,b,159763602,0.01896,6455,4.12,291.5494119,44.5272788,1299.32,13.5198,0.062624242,18.27739833,1.000885045,1
Kepler-1808 b,Kepler-1808,b,121215333,0.06151,5530,4.42,287.2924737,39.3832039,1022.01,14.6796,0.014266481,21.04326241,1.000018036,1
Kepler-1809 b,Kepler-1809,b,122300177,0.02585,4901,4.62,290.2651662,40.5484937,409.602,13.5299,0.003133417,21.53930914,1.000885045,1
Kepler-181 b,Kepler-181,b,27767452,0.03057,5333,4.62,296.1512831,50.0957806,609.283,14.1599,0.009409682,20.97541714,1.000988826,1
Kepler-1810 b,Kepler-1810,b,351057636,0.15029,5492,4.39,291.8129995,38.0880964,1009.87,14.7708,0.014266481,21.13446241,1.000885045,1
Kepler-1811 b,Kepler-1811,b,122294261,0.05784,5561,4.26,289.9793241,40.1427848,1390.56,14.6745,0.017380802,20.82378,1.000018036,1
Kepler-1812 b,Kepler-1812,b,170346516,0.04338,6174,4.42,298.0845087,40.2832525,1409.19,14.8105,0.045713657,19.90983964,1.000005869,1
Kepler-1813 b,Kepler-1813,b,424864367,0.03703,5167,4.56,292.2399069,48.5115214,,14.9551,0.007369336,22.0359837,1.003253666,1
Kepler-1814 b,Kepler-1814,b,399821831,0.10773,4922,4.5,285.2166767,41.2824449,726.346,14.944,0.003133417,22.95340914,1.000018036,1
